rel=cannonical	title	parent	onlineItems
http://www.oac.cdlib.org/findaid/ark:/13030/kt2d5nd8gc	United States. Army. European Theater of Operations. Information and Education Division pamphlets	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt929037m9	United States. Army. Far East Command. Historical Section mimeograph	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt6k4036j4	United States. Army. Far East Command. Psychological Warfare Branch leaflets	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt0489r54v	United States. Army. First Army miscellaneous records	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt8k4035zg	United States. Army. Forces in China Theater translations of newspaper articles	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt196nd6k0	United States. Army. Forces in Korea miscellaneous records	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt829037fd	United States. Army. Forces in the European Theater issuances	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/tf767nb1xq	United States. Army. Forces in the Western Pacific. Military Commission Records	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt1c6032b7	"United States. Army. Forces, Pacific. General Headquarters. Civil Affairs Section mimeograph"	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt9779s1hh	"United States. Army. Forces, Pacific. Psychological Warfare Branch issuances"	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt2q2nf00p	United States. Army. I Corps intelligence summary	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt609nf3t6	United States. Army. III Corps intelligence summary	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt6f59r9c7	"United States. Army. Infantry Division, 1st. Historical Section maps"	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt9x0nf3vj	"United States. Army. Infantry Regiment, 511th. Battalion, 1st Battalion order"	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt5p3033nk	United States Army Infantry School instructional exercises	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt9489s0mx	United States. Army. IV Corps miscellaneous records	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt367nf0bw	"United States. Army. School for Military Government and Administration (New York) Section, 2d. Group V typescript"	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt6z09s0j6	United States. Army. Signal Corps pictorial matter	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/c8dr2ww0	United States Army Signal Corps World War I Photograph Collection	ark:/13030/kt9k402381	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt338nd9cn	United States. Army. Small Wars Operations Research Directorate studies	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt9s204125	United States. Army. Third Army miscellaneous records	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt5489r8qn	United States. Army typescript	ark:/13030/tf4m3nb8sq	false
http://www.oac.cdlib.org/findaid/ark:/13030/kt9s2039qd	United States. Army. V Corps intelligence summary	ark:/13030/tf4m3nb8sq	false
